ID,Nom,Effet,Rareté,Set
ST05-002,"Ain","[On Play] Add up to 1 DON!! card from your DON!! deck and rest it.",C,"ONE PIECE FILM edition [ST-05]"
ST05-003,"Ann","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"ONE PIECE FILM edition [ST-05]"
ST05-004,"Uta","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Block] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 1 of your opponent's Characters with a cost of 5 or less.",SR,"ONE PIECE FILM edition [ST-05]"
ST05-005,"Carina","[Activate: Main] [Once Per Turn] You may rest this Character and trash 1 {FILM} type card from your hand: If your opponent has more DON!! cards on their field than you, add 2 DON!! cards from your DON!! deck and rest them.",C,"ONE PIECE FILM edition [ST-05]"
ST05-006,"Gild Tesoro","[When Attacking] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards.",C,"ONE PIECE FILM edition [ST-05]"
ST05-007,"Gordon","-",C,"ONE PIECE FILM edition [ST-05]"
ST05-008,"Shiki","If you have 8 or more DON!! cards on your field, this Character cannot be K.O.'d in battle.",C,"ONE PIECE FILM edition [ST-05]"
ST05-009,"Scarlet","-",C,"ONE PIECE FILM edition [ST-05]"
ST05-010,"Zephyr","When this Character battles ＜Strike＞ attribute Characters, this Character gains +3000 power during this turn.<br>[Activate: Main] [Once Per Turn] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Character gains +2000 power during this turn.",C,"ONE PIECE FILM edition [ST-05]"
ST05-011,"Douglas Bullet","[Activate: Main] [Once Per Turn] DON!! −4 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Rest up to 2 of your opponent's Characters with a cost of 6 or less. Then, this Character gains [Double Attack] during this turn.<br>(This card deals 2 damage.)",SR,"ONE PIECE FILM edition [ST-05]"
ST05-012,"Baccarat","-",C,"ONE PIECE FILM edition [ST-05]"
ST05-013,"Bins","-",C,"ONE PIECE FILM edition [ST-05]"
ST05-014,"Buena Festa","[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {FILM} type card other than [Buena Festa] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",C,"ONE PIECE FILM edition [ST-05]"
ST05-015,"Dr. Indigo","-",C,"ONE PIECE FILM edition [ST-05]"
ST05-016,"Lion's Threat Imperial Earth Bind","[Main] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",C,"ONE PIECE FILM edition [ST-05]"
ST05-017,"Union Armada","[Counter] Up to 1 of your {FILM} type Leader or Character cards gains +4000 power during this battle. If that card is a Character, that Character cannot be K.O.'d during this turn.",C,"ONE PIECE FILM edition [ST-05]"
ST06-001,"Sakazuki","[Activate: Main] [Once Per Turn] ③ (You may rest the specified number of DON!! cards in your cost area.) You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.",L,"-Absolute Justice- [ST-06]"
ST06-002,"Koby","[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 0.",C,"-Absolute Justice- [ST-06]"
ST06-003,"Jango","-",C,"-Absolute Justice- [ST-06]"
ST06-004,"Smoker","This Character cannot be K.O.'d by effects.<br>[DON!! x1] If there is a Character with a cost of 0, this Character gains [Double Attack].<br>(This card deals 2 damage.)",SR,"-Absolute Justice- [ST-06]"
ST06-005,"Sengoku","[When Attacking] Give up to 1 of your opponent's Characters −4 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST06-006,"Tashigi","[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST06-006_p1,"Tashigi","[Activate: Main] You may rest this Character: Give up to 1of your opponent's Characters −2 cost during this turn.",C,"Tournament Pack Vol.4"
ST06-006_p2,"Tashigi","[Activate: Main] You may rest this Character: Give up to 1of your opponent's Characters −2 cost during this turn.",SP CARD,"-TWO LEGENDS- [OP-08]"
ST06-007,"Tsuru","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Absolute Justice- [ST-06]"
ST06-008,"Hina","[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST06-009,"Fullbody","-",C,"-Absolute Justice- [ST-06]"
ST06-010,"Helmeppo","[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST06-010_p1,"Helmeppo","[On Play] Give up to 1 of your opponent's Characters −3 cost
                    during this turn.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-010_p2,"Helmeppo","[On Play] Give up to 1 of your opponent's Characters −3 cost
                    during this turn.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-010_p3,"Helmeppo","[On Play] Give up to 1 of your opponent's Characters −3 cost
                    during this turn.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-011,"Momonga","-",C,"-Absolute Justice- [ST-06]"
ST06-012,"Monkey.D.Garp","[Activate: Main] You may trash 1 card from your hand and rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",SR,"-Absolute Justice- [ST-06]"
ST06-013,"T-Bone","-",C,"-Absolute Justice- [ST-06]"
ST06-014,"Shockwave","[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less.",C,"-Absolute Justice- [ST-06]"
ST06-014_p1,"Shockwave","[Counter] Up to 1 of your Leader or Character cards gains
                    +4000 power during this battle. Then, K.O. up to 1 of your
                    opponent's active Characters with a cost of 3 or less.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-014_p2,"Shockwave","[Counter] Up to 1 of your Leader or Character cards gains
                    +4000 power during this battle. Then, K.O. up to 1 of your
                    opponent's active Characters with a cost of 3 or less.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-014_p3,"Shockwave","[Counter] Up to 1 of your Leader or Character cards gains
                    +4000 power during this battle. Then, K.O. up to 1 of your
                    opponent's active Characters with a cost of 3 or less.",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST06-015,"Great Eruption","[Main] Draw 1 card. Then, give up to 1 of your opponent's Characters −2 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST06-016,"White Out","[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle.",C,"-Absolute Justice- [ST-06]"
ST06-017,"Navy HQ","[On Play] Give up to 1 of your opponent's Characters −1 cost during this turn.<br>[Activate: Main] You may rest this Stage: If your Leader has the {Navy} type, give up to 1 of your opponent's Characters −1 cost during this turn.",C,"-Absolute Justice- [ST-06]"
ST07-001,"Charlotte Linlin","[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: If you have 2 or less Life cards, add up to 1 card from your hand to the top of your Life cards.",L,"Big Mom Pirates [ST-07]"
ST07-002,"Charlotte Anana","-",C,"Big Mom Pirates [ST-07]"
ST07-003,"Charlotte Katakuri","[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, if you have less Life cards than your opponent, this Character gains [Rush] during this turn.<br>(This card can attack on the turn in which it is played.)",SR,"Big Mom Pirates [ST-07]"
ST07-004,"Charlotte Snack","[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains [Banish] and +1000 power during this battle.<br>(When this card deals damage, the target card is trashed without activating its Trigger.)",C,"Big Mom Pirates [ST-07]"
ST07-005,"Charlotte Daifuku","[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.",C,"Big Mom Pirates [ST-07]"
ST07-005_p1,"Charlotte Daifuku","[DON!! x1] [When Attacking] You may add 1 card from the top
                    or bottom of your Life cards to your hand: Add up to 1 card
                    from the top of your deck to the top of your Life cards.",C,"-Yellow Charlotte Katakuri- [ST-20]"
ST07-006,"Charlotte Flampe","-",C,"Big Mom Pirates [ST-07]"
ST07-007,"Charlotte Brulee","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"Big Mom Pirates [ST-07]"
ST07-007_p1,"Charlotte Brulee","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST07-007_p2,"Charlotte Brulee","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST07-007_p3,"Charlotte Brulee","[Blocker] (After your opponent declares an attack, you may
                    rest this card to make it the new target of the attack.)",C,"-ONE PIECE CARD THE BEST- [PRB-01]"
ST07-008,"Charlotte Pudding","[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",C,"Big Mom Pirates [ST-07]"
ST07-008_p1,"Charlotte Pudding","[On Play] Look at up to 1 card from the top of yours or your opponent's Life cards, and place it at the top or bottom of the Life cards.",C,"Included in Online Regional Participation Pack Vol.1"
ST07-009,"Charlotte Mont-d'or","[Activate: Main] You may rest this Character and add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",C,"Big Mom Pirates [ST-07]"
ST07-010,"Charlotte Linlin","[On Play] Your opponent chooses one:<br>- Trash 1 card from the top of your opponent's Life cards.<br>- Add 1 card from the top of your deck to the top of your Life cards.",SR,"Big Mom Pirates [ST-07]"
ST07-011,"Zeus","[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Banish] during this turn.<br>(When this card deals damage, the target card is trashed without activating its Trigger.)",C,"Big Mom Pirates [ST-07]"
ST07-012,"Baron Tamago","-",C,"Big Mom Pirates [ST-07]"
ST07-013,"Prometheus","[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains [Double Attack] during this turn.<br>(This card deals 2 damage.)",C,"Big Mom Pirates [ST-07]"
ST07-014,"Pekoms","-",C,"Big Mom Pirates [ST-07]"
ST07-014_p1,"Pekoms","-",C,"-Yellow Charlotte Katakuri- [ST-20]"
ST07-015,"Soul Pocus","[Main] Your opponent chooses one:<br>- Trash 1 card from the top of your opponent's Life cards.<br>- Add 1 card from the top of your deck to the top of your Life cards.",C,"Big Mom Pirates [ST-07]"
ST07-016,"Power Mochi","[Counter] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards. Then, up to 1 of your Leader or Character cards gains +2000 power during this battle.",C,"Big Mom Pirates [ST-07]"
ST07-017,"Queen Mama Chanter","[Activate: Main] You may rest this Stage and add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 of your Characters with a cost of 3 to the top of the owner's Life cards face-up.",C,"Big Mom Pirates [ST-07]"
ST08-001,"Monkey.D.Luffy","[Your Turn] When a Character is K.O.'d, give up to 1 rested DON!! card to this Leader.",L,"-Monkey D. Luffy-[ST-08]"
ST08-002,"Uta","This Character cannot be K.O.'d in battle by Leaders.<br>[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −2 cost during this turn.",SR,"-Monkey D. Luffy-[ST-08]"
ST08-003,"Gaimon","-",C,"-Monkey D. Luffy-[ST-08]"
ST08-004,"Koby","[Activate: Main] You may rest this Character: K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",C,"-Monkey D. Luffy-[ST-08]"
ST08-005,"Shanks","[On Play] You may trash 1 card from your hand: K.O. all Characters with a cost of 1 or less.",SR,"-Monkey D. Luffy-[ST-08]"
ST08-006,"Shirahoshi","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>[On Play] Give up to 1 of your opponent's Characters −4 cost during this turn.",C,"-Monkey D. Luffy-[ST-08]"
ST08-007,"Nefeltari Vivi","[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",C,"-Monkey D. Luffy-[ST-08]"
ST08-008,"Higuma","[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.",C,"-Monkey D. Luffy-[ST-08]"
ST08-009,"Makino","[On Play] If there is a Character with a cost of 0, draw 1 card.",C,"-Monkey D. Luffy-[ST-08]"
ST08-010,"Monkey.D.Garp","-",C,"-Monkey D. Luffy-[ST-08]"
ST08-011,"Monkey.D.Luffy","-",C,"-Monkey D. Luffy-[ST-08]"
ST08-012,"Laboon","-",C,"-Monkey D. Luffy-[ST-08]"
ST08-013,"Mr.2.Bon.Kurei(Bentham)","[DON!! x1] At the end of a battle in which this Character battles your opponent's Character, you may K.O. the opponent’s Character you battled with. If you do, K.O. this Character.",C,"-Monkey D. Luffy-[ST-08]"
ST08-014,"Gum-Gum Bell","[Main] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −7 cost during this turn.",C,"-Monkey D. Luffy-[ST-08]"
ST08-015,"Gum-Gum Pistol","[Main] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",C,"-Monkey D. Luffy-[ST-08]"
ST09-001,"Yamato","[DON!! x1] [Opponent's Turn] If you have 2 or less Life cards, this Leader gains +1000 power.",L,"-Yamato-[ST-09]"
ST09-002,"Uzuki Tempura","-",C,"-Yamato-[ST-09]"
ST09-003,"Ulti","-",C,"-Yamato-[ST-09]"
ST09-004,"Kaido","[DON!! x1] If you have 2 or less Life cards, this Character cannot be K.O.'d in battle.",C,"-Yamato-[ST-09]"
ST09-005,"Kouzuki Oden","[DON!! x1] This Character gains [Double Attack].<br>(This card deals 2 damage.)<br>[On K.O.] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.",SR,"-Yamato-[ST-09]"
ST09-006,"Kouzuki Momonosuke","-",C,"-Yamato-[ST-09]"
